Indicator,Health Indicator Group,geo,year
District EPI total BCG Diluent supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total BCG Diluent supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total BCG supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total BCG supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total BCG supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total IPV supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total IPV supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total IPV supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total MR Diluent supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total MR Diluent supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total MR Diluent supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total MR supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total MR supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total MR supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total OPV supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total OPV supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total OPV supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total PCV supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total PCV supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total PCV supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total Pentavalent supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total Pentavalent supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total Pentavalent supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total TT supplied on 1st delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total TT supplied on 2nd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI total TT supplied on 3rd delivery,06Vaccine&LogisticsstockofDistrict,District,2018
District EPI zip lock bag need with buffer,06Vaccine&LogisticsstockofDistrict,District,2018
District FW product distribution register requested,06Vaccine&LogisticsstockofDistrict,District,2018
District Supervision Form requested,06Vaccine&LogisticsstockofDistrict,District,2018
District TT Card requested,06Vaccine&LogisticsstockofDistrict,District,2018
District Tally Book(Women) requested,06Vaccine&LogisticsstockofDistrict,District,2018
District Tally Book(child) requested,06Vaccine&LogisticsstockofDistrict,District,2018
District Women Report Book requested,06Vaccine&LogisticsstockofDistrict,District,2018
District Women register requested,06Vaccine&LogisticsstockofDistrict,District,2018
District daily vaccine distribution register requested,06Vaccine&LogisticsstockofDistrict,District,2018
District stock register for logistic requested,06Vaccine&LogisticsstockofDistrict,District,2018
District stock register for vaccine/diluent requested,06Vaccine&LogisticsstockofDistrict,District,2018
District supply book requested,06Vaccine&LogisticsstockofDistrict,District,2018
District temperature chart requested,06Vaccine&LogisticsstockofDistrict,District,2018
Safety box total supplied,06Vaccine&LogisticsstockofDistrict,District,2018
Syringe (0.05 ml) total supplied,06Vaccine&LogisticsstockofDistrict,District,2018
Syringe (0.1 ml) total supplied,06Vaccine&LogisticsstockofDistrict,District,2018
Syringe (0.5 ml) total supplied,06Vaccine&LogisticsstockofDistrict,District,2018
Syringe (3 ml) total supplied,06Vaccine&LogisticsstockofDistrict,District,2018
Syringe (5 ml) total supplied,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_AEFI Form closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_AEFI Investigation form closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_AEFI form E36 - E39 closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_AEFI line listing form closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_BCG Diluent closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_BCG closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Child Card closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Child Report Book closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Child register closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Fridge Tag Temperature chart closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_IPV closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_MR Diluent closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_MR closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Moni Flag closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_OPV closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_OPV dropper closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_PCV closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Pentavalent closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Safety Box closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Supervision Form closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Syringe (0.05 ml) closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Syringe (0.1 ml) closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Syringe (0.5 ml) closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Syringe (3 ml) closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Syringe (5 ml) closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_TT Card closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_TT closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Tally Book (Women) closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Tally Book (child) closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Vaccine holder closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Women Report Book closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_Women register closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_batch card closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_cc EPI supply book closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_daily vaccine distribution closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_fw product distribution closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_stock register for logistic closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_stock register for vaccine/diluent closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_supply book closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_temperature chart closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
dist_epi_zip lock bag closing balance,06Vaccine&LogisticsstockofDistrict,District,2018
Differences between Pentavalent doses and vial uses,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Penta vial Opening + Receive,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI AEFI Form need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI AEFI Investigation form need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI AEFI form E36 - E39 need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI AEFI line listing form need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI BCG diluent need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI BCG need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI CC supply book need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Child Card need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Child Report Book need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Child register need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI FW product distribution register need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI IPV need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI MR diluent need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI MR need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI MR vial total supplied,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Moni flag need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI OPV dropper need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI OPV need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI PCV need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Pentavalent need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Safety Box need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Supervision Form need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Syringe (0.05 ml) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Syringe (0.1 ml) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Syringe (0.5 ml) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Syringe (5 ml) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Syringe(2/3ml) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI TT Card need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI TT need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Tally Book(Women) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Tally Book(child) need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Women Report Book need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI Women register need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI batch card need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI daily vaccine distribution register need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI stock register for logistic need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI stock register for vaccine/diluent need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI supply book need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI temperature chart need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazila EPI zip lock bag need with buffer,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI AEFI Form stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI AEFI Investigation form stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI AEFI form E36 - E39 stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI AEFI line listing form stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI BCG diluent stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI BCG stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI CC supply book stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Child Card stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Child Report Book stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Child register stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI FW product distribution register stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI IPV stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI MR diluent stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI MR stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Moni flag stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI OPV dropper stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI OPV stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI PCV stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Safety Box stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Supervision Form stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Syringe (0.05 ml) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Syringe (0.1 ml) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Syringe (0.5 ml) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Syringe (5 ml) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Syringe(2/3ml) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI TT Card stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI TT stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Tally Book(Women) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Tally Book(child) stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Women Report Book stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI Women register stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI batch card stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI daily vaccine distribution register stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI pentavalent stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI stock register for logistic stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI stock register for vaccine/diluent stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI supply book stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI temperature chart stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
Upazilla EPI zip lock bag stock requested,07Vaccine&LogisticsstockofUpazilaMunCC,District,2018
